note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
6963af0e000000001a026d1a,video,闺蜜的冬季爱鞋穿搭｜没有植入🥳,"嘿嘿大家看着玩！！！！
#过年穿什么[话题]# #初雪穿搭[话题]# #无广[话题]# #冬季鞋子[话题]# #鞋子分享[话题]# #小个子高跟鞋[话题]#",http://sns-video-hs.xhscdn.com/stream/1/110/259/01e963af0e05637a010370039bad682fe7_259.mp4?sign=f22183605937cc2df192acf24bbf7e69&t=69e633c4,1768140558000,1768144663000,599843fa5e87e70f743cf441,发财宅女,https://sns-avatar-qc.xhscdn.com/avatar/6141f9cd443457849cc276dc.jpg,1.4万,2339,1667,535,,http://sns-webpic-qc.xhscdn.com/202604202210/6f71562ef76c3baa55dd0cf7f1b5e09b/1040g2sg31r739kmr7us049ob3k1vlt21498hfeg!nd_dft_wlteh_webp_3,"过年穿什么,初雪穿搭,无广,冬季鞋子,鞋子分享,小个子高跟鞋",1776694390171,https://www.xiaohongshu.com/explore/6963af0e000000001a026d1a?xsec_token=ABrJ5rGpoAJSNQWFxHasAB-V_DsGYfnaYxFS7YgkUR2Ig=&xsec_source=pc_search,高跟鞋穿搭冬季,ABrJ5rGpoAJSNQWFxHasAB-V_DsGYfnaYxFS7YgkUR2Ig=
6741e55500000000020381f4,normal,4⃣️0⃣️套|🍃冬季御姐风穿搭合集,#穿搭[话题]# #今天穿什么香[话题]# #秋冬穿出时髦感[话题]# #穿搭合集[话题]# #学会穿搭人生开挂[话题]# #御姐穿搭[话题]# #冬季穿搭[话题]# #冬季新品[话题]# #ootd每日穿搭[话题]# #Ootd[话题]#,,1732371797000,1732371797000,649edadb0000000025037f44,Puffkten🎐,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31olu0kbfmm6g5p4urbdpevq4tcol2c8,3027,1789,30,1376,,"http://sns-webpic-qc.xhscdn.com/202604202210/d7b801c48235af212bf1ff8a3b1d9a80/1040g2sg31ai1fjf27adg5p4urbdpevq4l16frso!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/dff669a3bd338f95f1c1e2fa3f103fa7/1040g2sg31ai1fjf27acg5p4urbdpevq47qp5908!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/71224fb9d4aacc1e3a3481033085a042/1040g2sg31ai1fjf27ab05p4urbdpevq4t726c6o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/1bb61ce1aefa693e143878af2a98e8b6/1040g2sg31ai1fjf27aag5p4urbdpevq4sid2sag!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/e9da6cdafd8d5e25a9e8ec5d6493464b/1040g2sg31ai1fjf27aa05p4urbdpevq4nrplbq0!nd_dft_wlteh_webp_3","穿搭,今天穿什么香,秋冬穿出时髦感,穿搭合集,学会穿搭人生开挂,御姐穿搭,冬季穿搭,冬季新品,ootd每日穿搭,Ootd",1776694390181,https://www.xiaohongshu.com/explore/6741e55500000000020381f4?xsec_token=ABXNU5eVMrLy5EgcIr5jzdotSvv7jtdhocpd0U1JCddB8=&xsec_source=pc_search,高跟鞋穿搭冬季,ABXNU5eVMrLy5EgcIr5jzdotSvv7jtdhocpd0U1JCddB8=
693447a3000000000d039250,video,想好了今年过年就这样穿！气质女人我当定了,#过年穿什么[话题]# #过年回家这样穿[话题]# #冬日不露腿气质穿搭[话题]# #气质穿搭[话题]# #高跟鞋[话题]# #成熟女人[话题]# #今天穿什么[话题]# #冬天也要美美哒[话题]#,http://sns-video-hs.xhscdn.com/stream/79/110/259/01e9344727618c6d010370039af437f9c2_259.mp4?sign=efd56fbf157a0a6f60fa0081613be71b&t=69e633d3,1765033891000,1765033892000,653490cc0000000006007fbb,不是辣妹,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bniudlugk005p9ki361gvtrodq8tig,2683,965,82,310,,http://sns-webpic-qc.xhscdn.com/202604202210/798abcce53143e9dbf9c69e218e30506/1040g00831pontlbgkg005p9ki361gvtr9031t10!nd_dft_wlteh_webp_3,"过年穿什么,过年回家这样穿,冬日不露腿气质穿搭,气质穿搭,高跟鞋,成熟女人,今天穿什么,冬天也要美美哒",1776694390234,https://www.xiaohongshu.com/explore/693447a3000000000d039250?xsec_token=ABTKbWIbRs6PhLj-xNA8Hx89suYA4EuX2D7xEDbC00HLA=&xsec_source=pc_search,高跟鞋穿搭冬季,ABTKbWIbRs6PhLj-xNA8Hx89suYA4EuX2D7xEDbC00HLA=
67933cc7000000002a000fcc,normal,灰色长款呢子大衣的冬日高级穿搭指南,冬日衣橱的「万能公式」，莫过于一件灰色长款呢子大衣。低调的中性色调与利落剪裁，既能抵御寒风，又能轻松驾驭三种经典裤装，穿出截然不同的高级气质。① 黑色打底裤+极简优雅：选择H型大衣搭配哑光加绒打底裤，外松内紧凸显身形，金属配饰点缀灰黑配色，通勤约会皆显知性。切尔西靴与链条包增添冷冽摩登感，轻松复刻职场剧女主氛围。② 牛仔裤+复古慵懒：直筒九分牛仔裤配踝靴拉长比例，微喇裤型搭厚底乐福鞋诠释法式风情。深灰大衣配靛蓝牛仔文艺感十足，浅灰配水洗白则清新减龄，内搭燕麦色毛衣或条纹衫，再系格纹围巾，瞬间注入温暖故事感。③ 阔腿裤+大女人气场 ：高腰西装阔腿裤配短靴干练利落，拖地裤+尖头高跟鞋撑起超模气场。灰白配色高级适合职场，灰棕叠穿温暖日常，同色系深浅灰搭配更显低调奢华。注意内搭扎入裤腰，敞开大衣走路带风。#小官教你学穿搭[话题]# #穿搭教程[话题]# #灰色大衣[话题]# #经典大衣[话题]# #高级感秋冬大衣穿搭[话题]# #冬季温暖穿搭[话题]# #极简的尽头是格雷系穿搭[话题]# #大衣里面穿什么[话题]# #大衣[话题]# #秋冬战袍[话题]#,,1737702599000,1737702600000,5b5f530a11be106f7ea065e8,小官教你学穿搭,https://sns-avatar-qc.xhscdn.com/avatar/5e436dda1d314d0001e8ba92.jpg,2285,621,11,142,,"http://sns-webpic-qc.xhscdn.com/202604202210/2374bd6554775dd6689370ec3af6e1dc/1040g00831d1fd70dh66g4a7mnc9gkpf8pg25t4g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/4735830e6a3d6355267ce451a3926d56/1040g00831d1fd714h65g4a7mnc9gkpf8uiqnggg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/12563252bd9fcb3c467dcd5d1b749f11/1040g2sg31d1fd73q0cd04a7mnc9gkpf8r95ncpo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/99f2e21220932c198c7c6044e2296782/1040g2sg31d1fd744g86g4a7mnc9gkpf84t5hqf0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/4808aee1e6639928c65625af6c6d8eb8/1040g00831d1fd72vge5g4a7mnc9gkpf8ifeean8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/830d4b90669f88ee16bdb8351c2a551b/1040g00831d1fd72ph26g4a7mnc9gkpf8iutadqg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/409efdae7f975574fd9bad52eabedd1b/1040g00831d1fd711166g4a7mnc9gkpf8k5sdhu0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/62c8a05edf3ed99242b747f6c2efbac8/1040g00831d1fd70p166g4a7mnc9gkpf8ld1fjtg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/b2297698f44361a76d6f223dce15f20e/1040g00831d1fd70qgc5g4a7mnc9gkpf8t9t4r08!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/15c4d879bf68fa60a459743bd9188738/1040g00831d1fd71u0e604a7mnc9gkpf8mth2pl8!nd_dft_wlteh_webp_3","小官教你学穿搭,穿搭教程,灰色大衣,经典大衣,高级感秋冬大衣穿搭,冬季温暖穿搭,极简的尽头是格雷系穿搭,大衣里面穿什么,大衣,秋冬战袍",1776694390236,https://www.xiaohongshu.com/explore/67933cc7000000002a000fcc?xsec_token=ABB5iIR3A2-KZKEKOhpETS86vEHfEx4soLl72_9RmhDDs=&xsec_source=pc_search,高跟鞋穿搭冬季,ABB5iIR3A2-KZKEKOhpETS86vEHfEx4soLl72_9RmhDDs=
69211b54000000001b03215c,normal,Day29:月入3️⃣k通勤日常高级穿搭分享🩶,"入冬气质通勤穿搭来啦
#职场通勤[话题]# #秋冬穿搭[话题]# #平价穿搭[话题]# #都市通勤穿搭[话题]# #气质穿搭[话题]# #试着提升自己的穿搭[话题]# #有质感穿搭[话题]# #一周通勤不重样[话题]# #高跟鞋推荐[话题]#",,1763777364000,1763777365000,684d42cd000000001b0214a6,耶耶喔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31og261p9g6005q2d8b6ms556ft88qqo,1265,581,6,116,,"http://sns-webpic-qc.xhscdn.com/202604202210/12225fb029b2b8d2c5769b748e4853e0/1040g2sg31p60o7m5igfg5q2d8b6ms556chttsco!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/017a8a4fb5f723b1bcb6da9050dafe83/1040g2sg31p60o7m5ige05q2d8b6ms556ofhgt10!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/5408aa19b0d73cf903d4f08911092ebe/1040g2sg31p60o7m5igeg5q2d8b6ms556m4t05s8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202210/43aba3d86086c90de82eee6359b78596/1040g2sg31p60o7m5igf05q2d8b6ms556t155198!nd_dft_wlteh_webp_3","职场通勤,秋冬穿搭,平价穿搭,都市通勤穿搭,气质穿搭,试着提升自己的穿搭,有质感穿搭,一周通勤不重样,高跟鞋推荐",1776694390238,https://www.xiaohongshu.com/explore/69211b54000000001b03215c?xsec_token=ABY2beDnQT_B1hrgt0jwlHDqrhnUmlAdRU5u0q1CoTY3M=&xsec_source=pc_search,高跟鞋穿搭冬季,ABY2beDnQT_B1hrgt0jwlHDqrhnUmlAdRU5u0q1CoTY3M=
67000b80000000002c0174cc,video,温柔又气质的感觉耶！,好适合秋冬，搭配大衣和牛仔裤很有气质大姐姐的感觉！！！#高跟鞋[话题]# #高跟靴[话题]# #短靴[话题]#,http://sns-video-hs.xhscdn.com/stream/110/259/01e7000b80a5000c0103700392582d4ca0_259.mp4?sign=9a8c08a12ec225780da373f461b30e5e&t=69e633e9,1728056192000,1728056193000,6426dd780000000012010496,酸奶泡芙,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ot9jlochk0g5p16rls4i14mpiult48,1135,434,34,186,,http://sns-webpic-qc.xhscdn.com/202604202210/4c6fd319e9b71e82e8c833b48c259f28/1040g2sg318hm0b06k67g5p16rls4i14mhiui2n0!nd_dft_wlteh_webp_3,"高跟鞋,高跟靴,短靴",1776694390240,https://www.xiaohongshu.com/explore/67000b80000000002c0174cc?xsec_token=ABuUvWa77ePt4x3fdI_AT85_yq9FZrTwHZtC3nGmG_F_k=&xsec_source=pc_search,高跟鞋穿搭冬季,ABuUvWa77ePt4x3fdI_AT85_yq9FZrTwHZtC3nGmG_F_k=
69021c3e0000000005011da0,video,这个冬天一定要穿的像个人,#灰色大衣[话题]# #灰色系穿搭[话题]# #大衣[话题]# #双面呢大衣[话题]#,http://sns-video-hs.xhscdn.com/stream/1/110/259/01e9021c3e22e227010370039a303e6e91_259.mp4?sign=ec2d8693931d29c48445a2c1eac4798c&t=69e633f0,1761745982000,1761745983000,5a17b9f64eacab0723881421,把烦恼丢掉,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31egd2td9h00049vqsmsvc511cq5kdu8,701,142,9,56,,http://sns-webpic-qc.xhscdn.com/202604202210/f8020bbdfb3e3d378baf472806f7c410/1040g00831o7o0ptt580049vqsmsvc511kgcjoa8!nd_dft_wlteh_webp_3,"灰色大衣,灰色系穿搭,大衣,双面呢大衣",1776694390241,https://www.xiaohongshu.com/explore/69021c3e0000000005011da0?xsec_token=ABVw2xL1hWUfd_oN_BVMGjoB5mLLnzHt_d0q3JgpsVymA=&xsec_source=pc_search,高跟鞋穿搭冬季,ABVw2xL1hWUfd_oN_BVMGjoB5mLLnzHt_d0q3JgpsVymA=
69421e7c000000000d00f13a,normal,爱自己的人先享受这个世界,"降温来得如此之快
一觉醒来 山东变成冰雪世界
	
幸好早入了美力城暖天鹅鹅绒服
穿起来像裹着云朵一样舒适☁️
内里填充西伯利亚极地白鹅绒
再加上时尚收腰设计
蓬而有型 轻盈温暖 时尚不臃肿
不管是都市丽人还是职场精英都可以轻松驾驭
简单搭配牛仔微喇裤➕高跟鞋
一套温柔又气质的高智感穿搭get
	
这个冬天❄️一件美力城鹅绒服就可以搞定
在冬日 我就想这样 简简单单 自在如风
#高级感穿搭[话题]##美力城暖天鹅鹅绒服[话题]##极简穿搭[话题]##通勤穿搭[话题]##户外穿搭[话题]##美力城羽绒服[话题]##羽绒服穿搭[话题]##檀健次同款[话题]##羽绒也有高颜值[话题]##白色羽绒服[话题]##拿捏冬日的轻盈感[话题]##艺术感穿搭[话题]##每天一个穿搭灵感[话题]##初冬穿搭[话题]##今日超美力[话题]##明星同款穿搭[话题]#",,1765969223000,1765972277000,608dff6c00000000010074b6,刘丹萌,https://sns-avatar-qc.xhscdn.com/avatar/6407f1ae2fa7055bf34577cf.jpg,696,212,35,23,,"http://sns-webpic-qc.xhscdn.com/202604202211/004c55038f5dede8e795bdaaaa092026/notes_pre_post/1040g3k831q68e0cv0aa05o4dvtm08t5mp3uegug!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/41c2e49b4198e14714e61175ce538a22/notes_pre_post/1040g3k831q68e0cv0a905o4dvtm08t5mg2t96u8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/1de18bb47adb48e75e53c2d4821ce7bf/notes_pre_post/1040g3k831q68e0cv0a9g5o4dvtm08t5mslnnjso!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/8f49ced7a168264d77a37f4d3a7c7752/notes_pre_post/1040g3k831q68e0cv0aag5o4dvtm08t5mbbpkqq8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/cdd093d95f8785ea654ffd7cbc6583fc/notes_pre_post/1040g3k831q68e0cv0ab05o4dvtm08t5magbbg2g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/bc6465de860845769759a814ae94154f/notes_pre_post/1040g3k831q68e0cv0abg5o4dvtm08t5mstertio!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/b0075b5d9e6b8bf795c4de5e2467615e/notes_pre_post/1040g3k831q68e0cv0ac05o4dvtm08t5msm1714o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/f6e64f3ddcb7847fbc172c9cf1fd4298/notes_pre_post/1040g3k831q68e0cv0acg5o4dvtm08t5mkl8kd8g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/d9d2a03680e2ec811402b4734e266391/notes_pre_post/1040g3k831q68e0cv0ad05o4dvtm08t5madkjbeo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/d098fe0b067d9647ee11a6515b257cf8/notes_pre_post/1040g3k831q68e0cv0adg5o4dvtm08t5msirucc0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/9055274a86348f58feda13ce99509909/notes_pre_post/1040g3k031q68essq7o005o4dvtm08t5m1fmgke0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604202211/8649c9b3f1b346a7ee0134a3d9768ee2/notes_pre_post/1040g3k031q68essq7o0g5o4dvtm08t5mgnh7fno!nd_dft_wlteh_webp_3","高级感穿搭,美力城暖天鹅鹅绒服,极简穿搭,通勤穿搭,户外穿搭,美力城羽绒服,羽绒服穿搭,檀健次同款,羽绒也有高颜值,白色羽绒服,拿捏冬日的轻盈感,艺术感穿搭,每天一个穿搭灵感,初冬穿搭,今日超美力,明星同款穿搭",1776694390268,https://www.xiaohongshu.com/explore/69421e7c000000000d00f13a?xsec_token=ABuSn55GCDjL9KjtJYP775s67uZtoQfOP_GdiXch7H9W0=&xsec_source=pc_search,高跟鞋穿搭冬季,ABuSn55GCDjL9KjtJYP775s67uZtoQfOP_GdiXch7H9W0=
6585296b000000003802357d,video,微胖粗腿冬季穿搭之高跟鞋＋大衣＋黑丝,#神仙鞋子[话题]#  #高跟鞋[话题]#  #总少一双高跟鞋[话题]#  #绝美高跟鞋[话题]#   #尖头高跟鞋[话题]#  #超舒适的高跟鞋[话题]#  #细跟高跟鞋[话题]#  #大衣穿搭[话题]#  #黑丝穿搭[话题]#  #冬季穿搭[话题]#  #微胖穿搭[话题]#  #小妈穿搭[话题]#,http://sns-video-hs.xhscdn.com/stream/110/259/01e585296c557141010373038c902a84e8_259.mp4?sign=16a19ae2820399e64dfac7989cb63db5&t=69e633ff,1703225707000,1703225708000,6470629e00000000250359c0,蔡文姬腿子（禁言版）,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2i5ptu3cj206g5p3gcaf9eme0782ff48,646,204,28,52,,http://sns-webpic-qc.xhscdn.com/202604202211/4dd4613c3a5440249562fbe796b76982/spectrum/1040g0k030svnfjf3k0005p3gcaf9eme0el9ldc8!nd_dft_wlteh_webp_3,"神仙鞋子,高跟鞋,总少一双高跟鞋,绝美高跟鞋,尖头高跟鞋,超舒适的高跟鞋,细跟高跟鞋,大衣穿搭,黑丝穿搭,冬季穿搭,微胖穿搭,小妈穿搭",1776694390270,https://www.xiaohongshu.com/explore/6585296b000000003802357d?xsec_token=ABziTcFYX6YK9dcdBmL_xjx59FIVzGfgbwvjoAMaCGN44=&xsec_source=pc_search,高跟鞋穿搭冬季,ABziTcFYX6YK9dcdBmL_xjx59FIVzGfgbwvjoAMaCGN44=
694d30f7000000001e0149a8,video,高跟靴界里的白月光大小姐,#高跟鞋[话题]# #冬季百搭高跟鞋[话题]# #靴子[话题]# #高跟靴穿搭秋冬[话题]# #冬天高跟鞋[话题]# #冬天皮靴穿搭[话题]# #短靴[话题]# #细跟尖头短靴[话题]# #超A靴子[话题]# #冬季女鞋高跟[话题]#,http://sns-video-hs.xhscdn.com/stream/79/110/259/01e94d30d2214a21010370039b55876ad0_259.mp4?sign=950039a43c11f0a9b6d0bff87197f2c4&t=69e63406,1766666488000,1766666488000,5484ed95d6e4a9281653fbb2,pubbywong小小西,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31krc01pe3q00400qo3mpbutiu3l9le8,568,181,10,67,,http://sns-webpic-qc.xhscdn.com/202604202211/d97cb2878b432cc4b839317b7ddcedb8/1040g00831qgnbec36u10400qo3mpbutiprcan48!nd_dft_wlteh_webp_3,"高跟鞋,冬季百搭高跟鞋,靴子,高跟靴穿搭秋冬,冬天高跟鞋,冬天皮靴穿搭,短靴,细跟尖头短靴,超A靴子,冬季女鞋高跟",1776694390272,https://www.xiaohongshu.com/explore/694d30f7000000001e0149a8?xsec_token=AByyPBNV6BEY_d3ijfBGD_bLozJUZFh0-iIfL5TkY6gcU=&xsec_source=pc_search,高跟鞋穿搭冬季,AByyPBNV6BEY_d3ijfBGD_bLozJUZFh0-iIfL5TkY6gcU=
